Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_57_355,VPWR,li1,166.7500,160.4800,1.799989
FILLER_57_352,VPWR,li1,165.3700,160.4800,1.799989
FILLER_57_349,VPWR,li1,163.9900,160.4800,1.799989
FILLER_57_346,VPWR,li1,162.6100,160.4800,1.799989
FILLER_57_343,VPWR,li1,161.2300,160.4800,1.799989
FILLER_57_340,VPWR,li1,159.8500,160.4800,1.799989
FILLER_57_337,VPWR,li1,158.4700,160.4800,1.799989
FILLER_57_335,VPWR,li1,157.0900,160.4800,1.799989
FILLER_57_332,VPWR,li1,156.1700,160.4800,1.799989
FILLER_57_329,VPWR,li1,154.7900,160.4800,1.799989
FILLER_57_326,VPWR,li1,153.4100,160.4800,1.799989
FILLER_57_323,VPWR,li1,152.0300,160.4800,1.799989
FILLER_57_320,VPWR,li1,150.6500,160.4800,1.799989
FILLER_57_317,VPWR,li1,149.2700,160.4800,1.799989
FILLER_57_314,VPWR,li1,147.8900,160.4800,1.799989
FILLER_57_311,VPWR,li1,146.5100,160.4800,1.799989
FILLER_57_308,VPWR,li1,145.1300,160.4800,1.799989
FILLER_57_305,VPWR,li1,143.7500,160.4800,1.799989
FILLER_57_302,VPWR,li1,142.3700,160.4800,1.799989
FILLER_57_299,VPWR,li1,140.9900,160.4800,1.799989
FILLER_57_296,VPWR,li1,139.6100,160.4800,1.799989
FILLER_57_293,VPWR,li1,138.2300,160.4800,1.799989
FILLER_57_290,VPWR,li1,136.8500,160.4800,1.799989
FILLER_57_287,VPWR,li1,135.4700,160.4800,1.799989
FILLER_57_284,VPWR,li1,134.0900,160.4800,1.799987
FILLER_57_281,VPWR,li1,132.7100,160.4800,1.799987
FILLER_57_279,VPWR,li1,131.3300,160.4800,1.799985
FILLER_57_276,VPWR,li1,130.4100,160.4800,1.799983
FILLER_57_273,VPWR,li1,129.0300,160.4800,1.799983
FILLER_57_270,VPWR,li1,127.6500,160.4800,1.799980
FILLER_57_267,VPWR,li1,126.2700,160.4800,1.799978
FILLER_57_264,VPWR,li1,124.8900,160.4800,1.799978
FILLER_57_261,VPWR,li1,123.5100,160.4800,1.799976
FILLER_57_258,VPWR,li1,122.1300,160.4800,1.799974
FILLER_57_255,VPWR,li1,120.7500,160.4800,1.799974
FILLER_57_252,VPWR,li1,119.3700,160.4800,1.799972
FILLER_57_249,VPWR,li1,117.9900,160.4800,1.799970
FILLER_57_246,VPWR,li1,116.6100,160.4800,1.799968
FILLER_57_243,VPWR,li1,115.2300,160.4800,1.799968
FILLER_57_240,VPWR,li1,113.8500,160.4800,1.799965
FILLER_57_237,VPWR,li1,112.4700,160.4800,1.799965
FILLER_57_225,VPWR,li1,106.4900,160.4800,1.799964
FILLER_57_222,VPWR,li1,105.3400,160.4800,1.799964
FILLER_57_200,VPWR,li1,95.2200,160.4800,1.799976
FILLER_57_197,VPWR,li1,94.0700,160.4800,1.799973
FILLER_57_194,VPWR,li1,92.6900,160.4800,1.799973
FILLER_57_191,VPWR,li1,91.3100,160.4800,1.799972
FILLER_57_184,VPWR,li1,87.6300,160.4800,1.799969
FILLER_57_178,VPWR,li1,84.8700,160.4800,1.799970
FILLER_57_175,VPWR,li1,83.9500,160.4800,1.799970
FILLER_57_172,VPWR,li1,82.5700,160.4800,1.799970
FILLER_57_169,VPWR,li1,81.1900,160.4800,1.799971
FILLER_57_166,VPWR,li1,79.5800,160.4800,1.799972
FILLER_57_163,VPWR,li1,78.4300,160.4800,1.799972
FILLER_57_160,VPWR,li1,77.0500,160.4800,1.799973
FILLER_57_157,VPWR,li1,75.6700,160.4800,1.799973
FILLER_57_149,VPWR,li1,71.9900,160.4800,1.799974
FILLER_57_146,VPWR,li1,70.6100,160.4800,1.799976
FILLER_57_128,VPWR,li1,62.3300,160.4800,1.799981
FILLER_57_125,VPWR,li1,60.9500,160.4800,1.799984
FILLER_57_122,VPWR,li1,59.5700,160.4800,1.799984
FILLER_57_119,VPWR,li1,58.1900,160.4800,1.799987
FILLER_57_110,VPWR,li1,53.8200,160.4800,1.799986
FILLER_57_107,VPWR,li1,52.6700,160.4800,1.799986
FILLER_57_104,VPWR,li1,51.2900,160.4800,1.799985
FILLER_57_101,VPWR,li1,49.9100,160.4800,1.799985
FILLER_57_98,VPWR,li1,48.5300,160.4800,1.799985
FILLER_57_95,VPWR,li1,47.1500,160.4800,1.799985
FILLER_57_92,VPWR,li1,45.7700,160.4800,1.799984
FILLER_57_89,VPWR,li1,44.3900,160.4800,1.799984
FILLER_57_86,VPWR,li1,43.0100,160.4800,1.799984
FILLER_57_83,VPWR,li1,41.6300,160.4800,1.799984
FILLER_57_80,VPWR,li1,40.2500,160.4800,1.799985
FILLER_57_77,VPWR,li1,38.8700,160.4800,1.799985
FILLER_57_74,VPWR,li1,37.4900,160.4800,1.799986
FILLER_57_71,VPWR,li1,36.1100,160.4800,1.799986
FILLER_57_63,VPWR,li1,32.2000,160.4800,1.799988
FILLER_57_60,VPWR,li1,31.0500,160.4800,1.799988
FILLER_57_57,VPWR,li1,29.6700,160.4800,1.799989
FILLER_57_54,VPWR,li1,28.0600,160.4800,1.799990
FILLER_57_51,VPWR,li1,26.9100,160.4800,1.799990
FILLER_57_48,VPWR,li1,25.5300,160.4800,1.799991
FILLER_57_45,VPWR,li1,24.1500,160.4800,1.799992
FILLER_57_42,VPWR,li1,22.7700,160.4800,1.799992
FILLER_57_39,VPWR,li1,21.3900,160.4800,1.799993
FILLER_57_36,VPWR,li1,20.0100,160.4800,1.799995
FILLER_57_33,VPWR,li1,18.6300,160.4800,1.799995
FILLER_57_30,VPWR,li1,17.2500,160.4800,1.799995
FILLER_57_27,VPWR,li1,15.8700,160.4800,1.799995
FILLER_57_24,VPWR,li1,14.4900,160.4800,1.799995
FILLER_57_21,VPWR,li1,13.1100,160.4800,1.799995
FILLER_57_18,VPWR,li1,11.7300,160.4800,1.799995
FILLER_57_15,VPWR,li1,10.3500,160.4800,1.799995
FILLER_57_12,VPWR,li1,8.9700,160.4800,1.799995
FILLER_57_9,VPWR,li1,7.5900,160.4800,1.799995
FILLER_57_6,VPWR,li1,6.2100,160.4800,1.799995
FILLER_57_3,VPWR,li1,4.8300,160.4800,1.799995
FILLER_56_360,VPWR,li1,168.5900,160.4800,1.799989
FILLER_56_357,VPWR,li1,167.6700,160.4800,1.799989
FILLER_56_354,VPWR,li1,166.2900,160.4800,1.799989
FILLER_56_351,VPWR,li1,164.9100,160.4800,1.799989
FILLER_56_348,VPWR,li1,163.5300,160.4800,1.799989
FILLER_56_345,VPWR,li1,162.1500,160.4800,1.799989
FILLER_56_342,VPWR,li1,160.7700,160.4800,1.799989
FILLER_56_339,VPWR,li1,159.3900,160.4800,1.799989
FILLER_56_336,VPWR,li1,158.0100,160.4800,1.799989
FILLER_56_333,VPWR,li1,156.6300,160.4800,1.799989
FILLER_56_330,VPWR,li1,155.2500,160.4800,1.799989
FILLER_56_327,VPWR,li1,153.8700,160.4800,1.799989
FILLER_56_324,VPWR,li1,152.4900,160.4800,1.799989
FILLER_56_321,VPWR,li1,151.1100,160.4800,1.799989
FILLER_56_318,VPWR,li1,149.7300,160.4800,1.799989
FILLER_56_315,VPWR,li1,148.3500,160.4800,1.799989
FILLER_56_312,VPWR,li1,146.9700,160.4800,1.799989
FILLER_56_309,VPWR,li1,145.5900,160.4800,1.799989
FILLER_56_307,VPWR,li1,144.2100,160.4800,1.799989
FILLER_56_304,VPWR,li1,143.2900,160.4800,1.799989
